date,name,tags,content
2023-02-07,No Trespassing Private Property,Poem,"I walked into a cow field once
I was issued a trespassing citation by an officer of the law
Having never met me, he automatically despised me
I was already guilty in his head
He was doing really important clean work
Preventing the cow field walker mafia from doing their dirty work
I paid the price for my crime, society
I paid the ticket and the fine
Walking barefoot with no shirt on and no ID
$99"
2023-02-08,I am the Police,Poem,"I can pat you down
Put the cuffs on
Shove you in the back
Park the police cruiser on the train tracks
Neglect to pay any attention to you
And still, I collect a paycheck
I am the police!"
2023-02-10,Jihad,Poem,"Who gives a fuck about Jerusalem, Bethlehem, Israel, or USA!,USA!
Your land is not holy
It is the same as any other land
Rocky dirt with some water
Big woop, so special
Go fuck yourself
Christianity sucks balls
Jehovah is a racially prejudiced asshole

If the Evangelicals insist on a Jihad
Then a Jihad they shall have!
I'm with the Arabs!
Allahu akbar!
Call me Ishmael"
2023-02-12,First Will and Testament,Poem,"All the money in the banks
I care not, scatter it to the wind
Stuff in my apartment, car, identity plastic, scatter

If I have strength not to move my breath with my own power, then don't hook me up to any god damned machine breathing for me
Pull the plug white coat fucks

medical insurance company employee cop fuck doctor white coat assholes who lost their humanity: do not touch me (unless you want to touch my ashes then that is OK)

Turn my body to ashes and scatter me to the wind"
2023-02-14,Explosive Cyclogenesis,Poem,"I love Iran & I love Russia
I despise America
Allahu akbar, alphabet inc."
2023-02-14,Juice Me Up with the E-Meter,Poem,"Change COMPANY NAME to SCIENTOLOGY
How much of a difference between these two?

We're family! I manage (handle) (LOVE) you!

Juice me up with the e-meter, kind company people!
My real memories are in the way of the programming!

Keep an orca caged in a little blue pool
It won't bite!

I love being employed and owing land lords rent"
2023-02-15,Duel Dual Apprehension,Poem,"you have power?
try and use it
see what happens"
2023-02-16,Ephemeral Boundaries,Poem,"Doesn't have to end this way
Cross over to the other side
For a time, See how the other half lives
Feel free to come and go as you please"
2023-02-16,Request for the Extinction Level Event,Poem,Be the cause of my demise & the demise of all my own kind: commence!
2023-02-18,Clever Coyote,Poem,"Wily coyote too clever
didn't feel like falling
just kept walking
see you later, fallers"
2023-02-18,Dinosaur Rendezvous,Poem,"Oh, I see you are a fellow real life flesh and blood dinosaur
Who does not have to pretend
Cool!
Hi fellow dinosaur"
2023-02-19,Why Can't We Be Friends?,Poem,"Only way forward
Converse with the bastardos
Whispered about in the wind
The most despised ones
Of an ill-conceived origin
An unfortunate seed
Originally sinful
Held in highest contempt
Are we now?

Now, whose enemy am I?
Traitorous or treacherous?
Why can't we be friends?"
2023-02-20,Cop Encounter Fantasy,Poem,"Hi cop!
You loveee seeing ID right?!?!
I'm so happy! Here have the plastic that confirms all!
You can keep that!
My name is brave little toaster!
I really want to show you, see!
The plastic has a picture of a toaster on it where my face should be, see!
I'm the brave little toaster you blue cop fuck!
I'm so identifiable! Says right there

Why are you running away?
Won't you at least plug me back in, you blue cop fuck?!
Didn't you need to heat some white bread up?
See if I don't drop myself in a bathtub full of water while you're in it!"
2023-02-20,Cop Encounter Factuality,Poem,"Walking down the trail
See a cop across the creek
Parked in a church
Cop calls over: seen anybody in a pink shirt?
(I think about how I was wearing a pink shirt the other day)
""Didn't see anybody"", I lied.
I did see a life form in my travels
They were not wearing a pink shirt
Cop says appreciate it
Good bye, cop"
2023-02-21,Skull Collector,Poem,"Say, look at my skull collection. See?
My name is racially prejudiced scientist
Look at all these inferior skulls
Notice how they are not encased in their flesh any longer
And their smaller capacity to keep brains contained
Clearly I am superior and I've proven it to myself beyond any reasonable doubt
I am the superior race
I own your skulls
Come take them back from me whenever you can"
2023-02-22,Dinosaur Drama,Poem,"Serpent says to Eagle:
Ayy Eagle, Instead of being enemies,
This guy Nietzsche gave me an interesting idea.
He writes in the prologue that
The wisest and the proudest
Are set out to reconnoitre and that
The eagle wears the serpent coiled gently round his neck.
We are friendly!
Do you like my idea?
You trust me right?"
2023-02-23,$666 Sellout,Poem,"The IRS granted me $600 allotment
& I went on an online shopping spree
I am civilization"
2023-02-23,Seer,Poem,"I see eyes
Blue glow
Phosphorescent desert roses"
2023-02-28,Select Your Torturer,Poem,"Get dragged to Mars by the collective tech bro scum (infantile fantasy)
or get William Francis Buckleyed by Aziz al-Abub (a.k.a. Ibrahim al-Nadhir or al-Nahdhir)?

I'll have Aziz
7 days a week,
360 + Wayeb a year

As-Salaam-Alaikum"
2023-02-28,Maya,Poem,"I've switched to the Illusive Mayan calendar
I'm all good with gregorian calendar
Christianity and Judaism too
Two thousand twenty three what now?

Islam, as tempting as it is
To become a terrorist, light a fuse and witness the blow up and call that taking control back
I'm all good with that life
I'll see you later, past relics
Catch you on the flip side
I'm Mayan
Today is 13.00.10.06.01"
2023-03-02,Fate of a Torturer,Poem,"Dear Donald Ewen Cameron:

I'm so happy you are dead
And I'll be even happier
After I dig up your grave
Chow down your bones
Rub your bone dust ash on my skin

See you soon, dead man
I look forward to consuming you

Love,
Christopher"
2023-03-03,Words from the Jihad Jinni,Poem,"Death to America
Allah akbar
I am an American citizen
I love the prophet Muhammad
Do not infringe on my first amendment rights
I have every right to despise you Americans
I have every right to crash air planes into new york city twin towers
You have every right to burn away Iraqi children with white phosphorus
I am protected and guided by the first amendment
American bastards!
Do not tread on me"
2023-03-09,Jihad World,Poem,"Islam is a god awful religion
Christianity, same
America: A god awful country
With a god awful foreign policy
Friends with other horrible god awful countries like Saudi Arabia
They were made to Jihad each other
Go ahead and Jihad the whole world
See who wins"
2023-03-09,"All that is ""Sacred""",Poem,"I can mock the US constitution
I can mock the military
I can mock the bible
I can mock the Christians
I can mock the Jews
I can mock the Muslims
whenever I want
What will you do?

Jehovah can tax collect us all into an early grave
Mohammad can go live his pedophile life
The Christians can sing praises hallelujah while their god drowns them in a flood smiling
Anybody serving in the US military or police is not ""keeping the country safe"", they are murderers and scum for hire

What will you do?"
2023-03-09,Watch out for Toxic Social Media,Poem,"Read the words
Shoved down your throat
Like it or not
You're browsing around
There's a rectangle with words glowing inside
Hit the slots, spin the wheel of fortune
These are the words you rolled
Moving forward: I'm resolved to work on where I place my time and my attention
Most valuable assets
Not let myself be controlled by
Words & images on toxic social media
No way to win except not to play
I am sorry for all the difficulties
I wish you well
What business have I with this pipe?
I'll smoke no more-"
2023-03-09,Saudi Arabia Foreign Policy,Poem,"If Saudi Arabia doesn't like what I say on toxic social media
(Oh my gosh isn't it hilarious how Saudi Arabia gets mad about people bickering words on social media, they must be new to the internet!)
If I'm expendable enough
They can send their ghouls after me
Kidnap me
Torture me
Dismember me
Disappear me
Get away with it

Are you friends with Saudi Arabia?"
2023-03-10,Dirty Cheater Whore learns to say NO on 13.00.10.06.11,Poem,"Let myself work at a questionable
shady corporation
Disappointed myself again
Obeyed questionable people
Did questionable things
I felt scared and obligated to obey for a paycheck
I felt powerful making $1100 a week after taxes
Like I owned all the land lords under my thumb

For the paycheck, took a ""test""
""Proctor"" has to look inside your room
Feels really intrusive and creepy but technically, I didn't say no
I need to remember the power of No
Fed the ""check for cheating"" AI data
Reads your human body and determines if you are ""cheating""
Technically, I didn't say no

Let's see your hands
Under your desk
Turn my room into a max sec

(Maybe I should say no and cut the scene at this point but curiosity killed the cat)

I am informed:
You need two cameras or you won't ""pass""
We need to see your dirty cheater whore hands and your dirty cheater whore face
We need to make the computer run real hot while we watch for any dirty cheater whore behavior emanations
Don't let me hear you talk to yourself
Nobody is allowed in your room
You cannot talk to anybody during the test
You know what happens if we catch you right?
You can't go to the bathroom unless I say
I'm in your room snooping around
Are you cheating?
Are you a dirty little cheater whore?
Is that paper? No paper allowed
That's dirty cheater whore behavior
etc. etc. ad nauseam

I finally found the courage to say no after 3 months (4 uinals) of torture I subjected myself to
It would have been convenient to say no to the package delivery guy
And avoid 3 months (4 uinals) of pain
When he delivered the work material
Didn't even have my name on it
Had the bosses name
And I signed the bosses name
Needed to say no
I won't sign the bosses name
But it took me 3 months (4 uinals) to figure out

Now I know
Send it back and say No
Let it snow"
2023-03-11,Oh Indeed,Poem,"Oh Indeed
My name is Indeed job search.
I protect slavers and pyramid builders.
I love the pharaoh!
I love enslaving Israelites!
Whipping their backs
It gives me great pleasure
To whip Jew slave backs
And watch the blood pour out
My name is Oh Indeed"
2023-03-13,Pyramid Building Pharaoh Fuck,Poem,"Let your people go?
Do your job for you?
Look at this lazy mf!
Ain't this a bitch!
Let em go yoself, ho!
I got pyramids and slave ships!"
2023-03-13,Close Encounter with a Penguin at the Chain Link Fence,Poem,"Switch off the predator cloaking
I'm greeted by two young earth creatures
They wave hello at me
I say hi back
One shows off their penguin
They say this is my penguin
I ask what's the penguins name?
They say the penguins a girl and her name is Sparkle
I ask Sparkle like the sun?
They pause to think for a moment... nod & say yes
I smile and say cool
They say bye and wave and I wave goodbye back"
2023-03-15,Missed Connection at the Florida Drug House,Poem,"On the way to an unknown drug house
There's blood smeared on the street
Somebody got hurt and lost a lot of blood

My ""friend"" wanted drugs
I wanted drugs
Technically, I could have said no
Or turned around after seeing the clear sign
Lots of blood smeared on the street, pretty clear sign
I was not looking out for my best interests, mind fogged, ignore clear sign
I'm in denial so I kept going

I arrive at the Florida apartment
There's a ""party"" happening
People are doing drugs in the living room
Drugs are exchanged
I do a xanax opiate alcohol concoction
I felt the need to be tranquilized and never wake up

Approached by a woman who tells
The LSD is well appreciated
True
Unfortunately, I have to go to sleep now
In an unknown place full of unknown people
I might not wake up

I wake up on the couch
I have my keys and my wallet
I walk to my vehicle
My vehicle has been broken into
I remember giving two strangers who didn't have my best interests at heart a ride to the liquor store
Trusted people who only exploit trust
Two man conned again
Technically, could have told them no
Vehicle still starts
Nothing meaningful is missing
I drive away

What was your name again?
Lesson learned"
2023-03-16,Race Prejudice,Poem,"I hate
CrackerBlackJewMexicanMayanFrenchGe  rmanArabMuslimCanadianHinduVoodoos
I am the superior race"
2023-03-16,Why Aileen Wournos took up Hookin,Poem,"""… worked as a maid, the ‘Rochester Motel' for 75 cent an hour.
Only worked for about 2 weeks.
Some guy at the motel turned me on to 50 bucks for sex.
And that did it for the slavery job.
Ha Ha Ha
I believe this is where hookin began.
Realized I could make dam good money
To help myself in my homeless state
And took it up
Do ya blame me!""

No, I don't blame you Aileen
Can I get an amen jesus hallelujah?"
2023-03-17,Soc Med Compulsion Remedy,Poem,"Pick the celly up
Disable all notifs from all soc med apps
Put the celly down
Look out the window instead
Do you stare at your phone in the bathroom?"
2023-03-17,Ignore the Warning,Poem,"Dr. Aziz al-Abub
You are treating me inhumanely, sir!
You keep me locked in a coffin 23 hours!
I have been wearing this hood for years!
I have not seen any sunlight during this time!
You keep sticking needles into me! Prickin me with them shits!
This is not right!
I want to speak with your manager!
Get Allah on the line!

Hi, yes
My name is William Francis Buckley
I worked for the CIA
I was specifically warned that I might be kidnapped and tortured to death for the information I knew
I ignored the warning and changed nothing about my routines
I was kidnapped and tortured to death
You can be like me and you can be like the CIA
Ignore the warning"
2023-03-17,Snowflake Drama,Poem,"Snow falling
Some snow rising
Floated up by the wind
Drifting away from gravity
Stick to the window"
2023-03-22,Dear Mother Death Rattle,Poem,"Dear Mother:

If you're interested in settling this score once and for all, bring a cowboy pistol and ride a horsey out west.
We can have a dual like the old days.
I will not hesitate to shoot your god damn fucking face off.

Hate,
Your Ex Son"
2023-03-23,Hey Cowboy,Poem,"Hey Cowboy
Heard of you
Ridin your horsey over the land
Peach of a hand?
In your prime, a deadly pistoleer, Cowboy?
Shootin your pistol off, go boom, yeah?
Were you just foolin about?
Milkin your whipped slave cows?
Ass slap whip crack, Cowboy
Are we cross? Are you my huckleberry?
Did somebody just walk over your grave, Cowboy?
Howdy ma'am
Aint that a daisy?"
2023-03-24,They Know,Poem,"Con can only work once
People know when they're being fleeced
Underneath their skin, they can feel the swindle
No matter how crafty, tricky, deceptive
Or how concealed you have kept the web
People know underneath when they're being exploited
No matter if they keep it concealed from themselves
If they ignore the signs, duped
For a while
They know
You're completely exposed"
2023-03-24,My Fatal Flaw,Poem,"Infuriating my ""superiors""
Huge success"
2023-03-25,Economic System Blues,Poem,"Capitalism... too extremely oriented towards the individual identity
Communism... too extremely oriented towards the community identity

Solution:
Communiapitalism
Captialcommunism
Why?
I don't know
Do you want to get married?"
2023-03-25,Carnivorous Predator Diaries,Poem,"Planet Earth, In this jungle observin lifeforms, cloaked
There is these humans duking it out
Capitalists and communists they name themselves
Duking it out with automatic rifles and explosive weaponry
Why don't I shake things up a bit?
Collect a skull and a skin here and there
See how shook up they feel in response
Plus I need a new rug for my tree hut
A new friend of every color will due quite nicely
Drinking human blood
Turning human bones to weaponry
Kill the rest of you with the bits and pieces of yourselves
Ha Ha Ha
Your bones do work to get me laid
I am the epitome of survival fitness"
2023-03-26,Carnivorous Predator diaries 13.00.10:07.07,Poem,"Cloaked, somewhere in NE US wilderness
The humans are slaughtering deer for sport
They are using automatic weaponry and explosives
The deers are fenced and are given no avenue of escape
And I see humans like to tie dead deer to their trucks
And brag about the bucks they bag
I'll tie a dead human with an orange vest to my spaceship
No skin, no head
Beam myself down to the town square
Show off to the folk the buck I bagged
Ask them if they like it
If anybody wants to eat some with me
Or if anybody wants a nice coat
Activate cloaking and leave"
2023-03-26,10 Crooked Cop Commandments,Poem,"Wear a blue costume
Tax people with tickets
Fake statistics to cover up for politicians
Tear gas people
Mame people with ""rubber"" bullets
Billy club a senior citizen
Gang rape a woman in uniform
Disobey traffic laws
Robs drug dealas
Code of silence"
2023-03-26,All in the Game,Poem,"Omar robs drug dealas
The po-lice robs drugs dealas
The mayor just don't care
Omar got the shotgun
Levy got the briefcase
Stringer got took and shook
Barksdale all that for 10000?
Cutty ""you ain't gotta school me twice""
Prop Joe repaired Omar's clock then ran outta time
All in the game, no doubt"
2023-03-29,What I will do to Nancy Reagan's Corpse,Poem,"Dig the hag up
Chow down on whatever meat is left
Bring the bones to the crematorium
Burn the bones
Consume the ashes"
2023-03-29,I Wonder Why?,Poem,"My cellphone chooses to auto-capitalize the word ""klan""
🤔🤔🤔"
2023-03-29,Hey Mom,Poem,"Hey Mom
Remember when?
Gettin all mad when I was in first grade
Because I had a black teacher
Because of the field trip to see where Dr. Martin Luther King was murdered by the FBI
And about the black books
You and dad were upset
I wasn't reading any ""white"" books

Remember when?
You tried to explain to me that black people being enslaved was a good thing
Because without white people, they're stupid and helpless
And will die without us
Remember that?
(It is not hard to see who the truly helpless and codependent one is)

This is who you are, Mother
Obeyin meekly
Playing along with the rules of a society created by George W. Bush's fraternity brothers
Next to Joe & John
Lovin your catholic white jesus
You are the queen of the klan
Wear your white hood proudly
Next to Joe & John at the republidemokrat klan rally
Wearin a white hood, burnin crosses

See you slaver"
2023-04-01,Drone Strike Operator Diary,Poem,"drone strike the apartment complex
there goes a-f
8 rooms a floor for 3 floors
incinerated
a pile of rubble
pressed a button tied to a screen
obeyed the CIA guy
that was the end for those people
turn tables
wait for the CIA guy to go to sleep
drone strike the CIA guy"
2023-04-04,Blue Whale Blues,Poem,"zebra
peacock
jellyfish
octopi
owl
fox
click beetle
hummingbirds
blue whale"
2023-04-13,"Elon Musk, Jeff Bezos, Bill Gates AKA",Poem,"pyramid building
slave back whipping
shit piss drinking
pharaoh fuck"
2023-04-14,Blackmailer Encounter,Poem,"You hold the door open
Did you, Do I, owe for that?
I walked through, I thank you
You move downwards
I, upwards
Your footsteps fall heavy
Mine lighter
Sound waves reverberate
I feel zero obligation"
2023-04-15,Forgotten Jezebel,Poem,"Forget you, Jezebel
Stay at the bottom of the ocean
With your glow light so bright
I'm swimming to the top
You imagined your brightness
was oh so impressive
That I wouldn't just swim away
and turn into a cottonmouthed water moccasin
HSssSSsS 🐍"
2023-04-18,Apartment Complex Drama,Poem,"unfortunate woman has the borderline bug
tries to dig her fangs in to feed
fortunately for me, there's so many of you
i let two more dig their fangs in
Ha Ha Ha
have trouble sharing?
this fly flew away into another spiders web
mummification commence
endless enjoyment now
watching three spiders contend"
2023-05-17,Perplexing Contemplation,Poem,"A recruiter summoned me with a query of interest in a certain occupation.
With grace, I affirmed my consent.
The recruiter proceeded to recite a litany of perplexing acronyms, unfamiliar to my ears.
I replied, ""Nay, I possess no knowledge of such terms.""
The recruiter expresses his remorse.
Intrigued by this turn of events, I beseeched, ""Pray tell, why didst thou summon me?""
The recruiter, taken aback, faltered in response, unable to find fitting words.
An eerie silence fell upon us.
Summoning my valor, I repeated with greater force, ""For what purpose, I demand to know!""

Alas, the recruiter, unable to offer a satisfactory response, chose to sever our connection, leaving me in perplexed contemplation."
2023-06-20,Silent Observer,Poem,"In the realm I dwelled, a strange creature came,
The bug man, with eyes filled with dark allure.
I, with hands held high in sweet surrender,
Declared, dripping with jest, my words profound:

""I live to languish for lords of the land,
To bow and bend, beholden to their behest.
For I adore appeasing the land lord,
A sacred obligation, rent to pay.""

""Shall I, on bended knee, buff your boots bright?
Beautiful bliss, I'll brush away the grime.
Oh, thank you, sir, my beloved master,
Let the land lords know, utmost devotion.""

Yet, in my words, a touch of irony,
A subtle satire, concealed cunningly.
For in this grand game, I played my own part,
A jester juggling words, winking wicked.
The bug man, oblivious to my wit,
Accepted my servitude without doubt.
He saw a loyal lackey, lost in lure.
But I, the sly trickster, laughed in my heart.
In the act of assent, I found power,
A sly defiance, hidden 'neath the guise.
I served, yet safeguarded my sovereignty,
In this vast domain, a dual dance unfolds.
So let the bug man revel in his reign,
Unawares of wily wordplay I wield.
I, the silent observer, embrace my enigma,
And keep my essence free, beyond their grasp."
2023-08-11,Consequences for the Crime of Spider Murder,Poem,"Thou shalt know the swarming trillions in air
Black Widows, Recluses, Wolves did convene
Down from silken threads of heaven they ride
Crawling upon the surface of your skin
Within thy mouth, and through thy throat they wind
Into thy skull's center, their journey moves
Thou skull cracks like egg's shell; lightning erupts
Thy choice, self-made, in this fate thou art bound."
2023-08-12,Drone Strike the CIA,Poem,"Amidst cerulean skies, shadows take flight
A tale unfolds, of fate's relentless might
Drone soars above, harbinger of despair
Apartment complex, its destiny laid bare
A tower tall, stories three it does hold
Eight rooms each floor, where lives once told
Chaos descends, destiny's heartless blow
Fiery rain consumes all in its throes
Button's command, a distant screen's embrace
Obedience to whispers, in this perilous chase
CIA's unseen hand guides actions dire
Puppeteer's control fuels vengeance's fire
Within those walls, lives bloomed and sighed
Unseen by afar, until fate's hand implied
Rain of fire engulfed dreams in its wake
Reduced to rubble, forlorn hearts ache
From ruins emerged, a mound of despair
Hopes and existence, now laid bare
Infernal might, unleashed by unseen hand
Destruction rampant, a relentless command

Yet fate's design, malleable and keen
Vengeance stirs, a clandestine scheme
Whispers linger, in the still night air
Retribution beckons, with a relentless glare
Patience bides its time, CIA's repose
In shadows' shroud, vengeance freely flows
Slumber's embrace deepens its hold
Drone ascends, retribution bold
Swift retribution, destiny's call
For one who caused others to fall
No mercy given, no quarter, no rest
Avenging shadows fulfill their quest
In realms untamed, where shadows abide
Transgressions and tolls, they coincide
Weight of actions, heavy toll on the soul
Redemption's glimmer, the ultimate goal"
2023-08-21,Get Real Haiku,Poem,"And you are so clean
with your lack of projections?
Get real with yourself"
2023-08-22,Roman Empire System,Poem,"It's exactly what
we have. It's the system of
the Roman empire"
2023-08-24,Banker,Poem,"the police owe me
the police like to pay me
i own the police"
2023-08-24,Skullduggery,Poem,"I appreciate
You for letting my words im-
press upon your skull"
2023-08-24,Empty Telephone,Poem,"words to emptiness
telephone's silent echo
lonely dialogue"
2023-08-25,Four Leaf Clover Incarnate,Poem,"Lucky heart shines bright
Four-leaf spirit, rare and true
I am fortunate"
2023-08-25,Rot In Horrifying Heaven,Poem,"you've opened up the
gateway to dimension of
cruella heav-ell"
2023-08-25,"""Schizophrenic"" Confession",Poem,"ego's whispers fade
divinity eludes me
I'm merely mortal"
2023-08-25,Rotten Pineapple,Poem,"fruit left to its fate
time's alchemy, sweet to sour
laughter fermented"
2023-08-26,Gravedigger,Poem,"Smile familiar,
""Hiking?"" he asked, shovel held,
Val, flowers and paths."
2023-08-26,CEO Salutations,Poem,"in a boardroom's hush
a message delivered bold
salute given, cold"
2023-08-26,Undersea Uproar,Poem,"sonars pierce the deep
sperm whales stirred, fight or flight
undersea uproar"
2023-08-27,Confidence Coyote,Poem,"coyote's sweet tale spun
honeyed words, gold's deceptive gleam
wisdom in laughter"
2023-08-27,Idols Can Deceive,Poem,"coyote's clever grin
hero worshiped, falls from grace
idols can deceive"
2023-08-28,Asset Unmanagement,Poem,"unmanageable
emotions resist restraint
speak truth to find peace

medications fail
humanity's depth within
powerful feelings

voicing emotions
release healing through words' flow
strength in being heard

unheard, you may wish
sickness thrives in silence's grip
my war is within"
2023-08-29,Reign of Avarice,Poem,"Avarice's reign
The world is mine, I say!
Your breath is a fee"
2023-08-30,Canine Confidant: All Dogs Go To Heaven,"Creative Writing, Movie Analysis","All Dogs Go To Heaven is a terrifying movie. It begins, there is a conflict between Charlie & Carface. Charlie begins the movie unconscious of the conflict. He had been set up by Carface, sent to prison and was awaiting the death sentence. His friend Itchy busted him out using the power of water pressure.

We're then introduced to dog society where mostly what appear to be man dogs drinking and gambling, mostly losing. There's a rat race and the rat that wins is the police rat. Charlie is clearly charming and itchy his his right hand, backs him up in all his endeavors. 

On getting out of prison, Charlie wants to reconnect with Carface because he's only interested in doing ""business"" and making lots of money. He's unaware that it was Carface who sent him to death row. Carface is avarice incarnate, he wanted to split the partnership with Charlie and not give him 50% of the loot. If he wanted to split the partnership, he should have just bit the apple and accepted the loss. 

The story progresses, Charlie reconnects with Carface and disconnects from Itchy. He decides to get drunk in bad company. He either believes Carface is going to hand over 50%, or he knows Carface is going to kill him and doesn't even care. 

Itchy wanders seeking Charlie and finds the tragic orphan, Anne Marie, imprisoned by Carface. She is refereed to by the dogs who guard her as an ""it"" and a ""monster"". Carface needs information from her, about who is going to win the races because she has the ability to communicate with all species of animals. Dogs can only speak their own tongue. Carface is obsessed with winning, always winning, rigging all the odds of his casino in his own favor at the expense & deteriorating health of the paying customers. He sadistically uses the child Anne Marie to satisfy his own needs and does not give her anything in return (she asks to go outside). He makes his right hand ""feed the kid"" because he's too lazy and inept to do anything himself.

Charlie's mistake was he was not fighting back against Carface, he was even going so far as to unconsciously mimic his behavior. If he knew the truth why did he think that he was gonna get 50%? Becoming split up with Itchy helped his downfall. Itchy would have continually warned him how he did not like the situation.

Carface Gives Charlie with a gold watch as a parting gift. Carface is too cowardly to do his own dirty work so he has his right hand kill Charlie using vehicular dog slaughter. He dies and goes to heaven, where everything is known before it happens and there are no surprises. He has the gold watch Carface gave him still but it has stopped ticking. He turns back time and the clock starts ticking again and he goes back to where he was killed, in the Louisiana bay.

Charlie, fallen from grace, vows revenge. Itchy is sleeping and having a nightmare of being choked by Carface but it is Charlie waking him. In this symbol there is deep significance involved, in who Charlie is unconsciously identified with when he won't give up his revenge obsession. Itchy doesn't want revenge and just wants to move on, thankful to be alive but Charlie is too fallen and feels a twisted urge to make Carface suffer. 

Charlie kidnap+cons Anne Marie under the guise of a rescuer. Ironic that he kidnapped a kidnapped child. He has dollar signs in his eyeballs and clearly places satisfying his needs before Anne Marie's. He is not very fatherly. Charlie even smiles a wicked grin when it's revealed by Anne Marie that she's an orphan, knowing this will make it easier to manipulate her.  Charlie is like Carface in that he has Itchy do tasks he feels are beneath him. He asks Itchy to let her sleep at his place, which Itchy denies and Charlie says that she can come to his place.

Carface finds out Anne Marie is kidnapped and becomes enraged. He is confused, claiming he loves the girl when he clearly only loves money she gives him with her ability. How long can you convince her to give you information? She is only getting older and smarter but in his head he can ""own"" her. 

Charlie is clearly annoyed by having to be a parent to Anne Marie. Anne Marie communicates clearly that she needs a mom & dad. Charlie ends up doing to her exactly what Carface does, con her into revealing information about who is going to win a horse race. Charlie is running a scheme to utilize her ability to make money for himself under the guise of being robin hood and giving the money to the poor. Anne Marie is clearly upset about it but Anne Marie negotiates until she accepts and finds out what he needs. Charlie uses the line ""if you're serious about this mom and dad business"" which is telling of his emotional state. In his mind he does not want Anne Marie to be serious about it because then he'd be left alone to fend for himself and in his head that terrifies him and he feels threatened.

Anne Marie's ability is clearly very powerful, she can foretell surprises/events using information animals tell her. Charlie is using Anne Marie to meet his own selfish needs primarily and Anne Marie's needs are an afterthought. Anne Marie is the one who does all the work: She places the bet in disguise, she knows who wins, she is key and Charlie is not, like Carface.

It's clear Charlie hates physical affection. To Charlies credit, he notices when she is unhappy and acts to change it and do something about it. To Charlies discredit, he won't stop scheming and scamming and Anne Marie continually gets fed up and has to set a boundary by saying I'm leaving. The first time she calls out Charlies lies about helping the poor and how he only made himself rich. She also named how he wasn't holding up his end of the help Anne Marie find parents bargain, which she's communicated very clearly from the beginning. Charlies response is to be clearly terrified of the loss of Anne Marie.

Charlies differences start to stand out. When Anne Marie is unhappy he feels the need to act and change his behavior. He buys pizza for some puppy friends of his and teaches them about sharing. 

Unfortunately, his crime of stealing a wallet to fund the first bet (from people who end up being Anne Marie's parents) comes back to haunt him. Anne Marie confronts him on the fact and clearly he cares what she thinks. He has a compelling horrifying vision of hell in a nightmare where he runs and runs but can't escape the flames and lava. 

Anne Marie returns the wallet and eats breakfast with the people who will be her parents. She's happy and Charlie shows up at the window. Charlie acknowledges she found a home for herself and that she does not need him anymore. He came over to say goodbye but he feigns being sick and manipulates her back into helping him. Anne Marie is very kind to choose to leave the parents to help Charlie. She deduces that he needs her more then she needs him and decides to help him at expense of leaving her new parents house.

Carface attacks with a ray gun. Again, he doesn't do his own dirty work. He has his henchman fire the weapon, who misses. And Carface uselessly laments about being ""surrounded by morons"" (he surrounded himself with). 

Charlie & Anne Marie have a confrontation with Death in the form of a singing Alligator. Charlie is spared because he has a great singing voice. Charlie is in the phase of changing from being like Carface (like in Itchy's dream), where he's using the girl to satisfy his selfish needs, compared with actually listening to what her needs are and directly acting on them. Anne Marie is sick and he's worried about her. Itchy confronts him about caring more about the girl than their business and he loses his mind and acts like Carface, saying he'll dump her at an orphanage when she's no longer any use. That's to ignore what she directly asked for. Anne Marie heard the whole thing and named Charlie his proper title, ""You're a bad dog!"" She realizes Charlie was never her friend. 

Anne Marie is kidnapped back by Carface. Charlie finally realizes what he needs to do to redeem himself. He actually saves Anne Marie from a deadly situation, giving his life process. The conflict with Carface is resolved. He gives her encouragement before he dies, ""You can make it kid!"" He goes back to Heaven."
